review_id,silver_labels,silver_scores
238,"[np.int64(79), np.int64(80), np.int64(461)]","[0.654740627002098, 0.6379091091134896, 0.7408630455524158]"
239,"[np.int64(32), np.int64(157), np.int64(377)]","[0.6187163443502613, 0.6028840174310311, 0.6999999626269194]"
240,"[np.int64(218), np.int64(260), np.int64(333)]","[0.6757806951349692, 0.7235880287351621, 0.7722398389790457]"
241,"[np.int64(44), np.int64(208), np.int64(318)]","[0.6682324804982473, 0.6825720252204922, 0.6262024234361894]"
242,"[np.int64(428), np.int64(460), np.int64(499)]","[0.7093365374881692, 0.6687215860790308, 0.670809020506946]"
243,"[np.int64(80), np.int64(338), np.int64(471)]","[0.6999999603437369, 0.6810546804698633, 0.6490018675148136]"
244,"[np.int64(80), np.int64(221), np.int64(246)]","[0.6807734260748998, 0.6320831836265086, 0.8245272259510505]"
245,"[np.int64(63), np.int64(387), np.int64(470)]","[0.8210340695644944, 0.6346819654961688, 0.6800299929372291]"
246,"[np.int64(68), np.int64(148), np.int64(530)]","[0.6645754271108939, 0.652495162761769, 0.6374336887301467]"
247,"[np.int64(87), np.int64(412), np.int64(465)]","[0.6882090369821685, 0.6350330204947994, 0.6363278306691701]"
248,"[np.int64(17), np.int64(88), np.int64(200)]","[0.6594093199368274, 0.7679968554335759, 0.7000191419100181]"
249,"[np.int64(7), np.int64(358), np.int64(479)]","[0.6788430006625014, 0.6999999599210731, 0.6496198526266042]"
250,"[np.int64(259), np.int64(293), np.int64(530)]","[0.5998584058966419, 0.6022619765954174, 0.6470309586649324]"
251,"[np.int64(387), np.int64(422), np.int64(506)]","[0.6355431810882336, 0.6654524033269045, 0.6032579628153604]"
252,"[np.int64(297), np.int64(388), np.int64(503)]","[0.6204508282857185, 0.6287026247494417, 0.6230324466346513]"
253,"[np.int64(269), np.int64(288), np.int64(465)]","[0.6867246160781356, 0.6844081817874237, 0.6788587689515113]"
254,"[np.int64(90), np.int64(501), np.int64(511)]","[0.9256343497734552, 0.6142817140298508, 0.6406953165229698]"
255,"[np.int64(345), np.int64(442), np.int64(448)]","[0.7029661848958103, 0.8172900703273741, 0.7287369422563059]"
256,"[np.int64(231), np.int64(336), np.int64(405)]","[0.7936046852690541, 0.6885151644898089, 0.813746456424149]"
257,"[np.int64(27), np.int64(249), np.int64(335)]","[0.6923945809871128, 0.8167466432871445, 0.7476963470901289]"
258,"[np.int64(83), np.int64(279), np.int64(361)]","[0.6286724582470102, 0.6357587961973962, 0.6481129068337168]"
259,"[np.int64(27), np.int64(285), np.int64(308)]","[0.6454355459020146, 0.6431076700399595, 0.6968305564527071]"
260,"[np.int64(260), np.int64(333), np.int64(490)]","[0.6306158324875307, 0.6982229421938859, 0.6337782746119598]"
261,"[np.int64(93), np.int64(273), np.int64(504)]","[0.8842163649683176, 0.6686686769090813, 0.6999999612107765]"
262,"[np.int64(223), np.int64(373), np.int64(507)]","[0.6261089145499805, 0.691664467209176, 0.6521824778169136]"
263,"[np.int64(269), np.int64(506), np.int64(507)]","[0.6697540845620822, 0.6337304873642259, 0.838542800900074]"
264,"[np.int64(261), np.int64(383), np.int64(470)]","[0.6156027303008651, 0.6852188629391093, 0.6589388656662951]"
265,"[np.int64(32), np.int64(89), np.int64(260)]","[0.69999996506312, 0.6615003418238569, 0.6867621087423403]"
266,"[np.int64(65), np.int64(510), np.int64(530)]","[0.6378224252275749, 0.7608956950341903, 0.6952030315825156]"
267,"[np.int64(208), np.int64(279), np.int64(512)]","[0.6582017919496552, 0.6705016992502603, 0.6549788578352632]"
268,"[np.int64(358), np.int64(509), np.int64(512)]","[0.6376115889755476, 0.5895013822082821, 0.5853231904870736]"
269,"[np.int64(47), np.int64(221), np.int64(424)]","[0.6928454126094264, 0.6939472880038027, 0.6371172111876245]"
270,"[np.int64(88), np.int64(93), np.int64(448)]","[0.6999999588630338, 0.6571691554237067, 0.7093598296186457]"
271,"[np.int64(57), np.int64(285), np.int64(308)]","[0.6689818624096823, 0.7770915468776975, 0.6599074901134477]"
272,"[np.int64(98), np.int64(106), np.int64(519)]","[0.6528945582214729, 0.7999995600148379, 0.7630355313631758]"
273,"[np.int64(85), np.int64(87), np.int64(218)]","[0.6420485600592845, 0.7716855652827859, 0.6308044082144624]"
274,"[np.int64(57), np.int64(84), np.int64(503)]","[0.6999999580001912, 0.6530394431142822, 0.6115435151175861]"
275,"[np.int64(338), np.int64(461), np.int64(473)]","[0.678504229455509, 0.7875736396745308, 0.8826921499800539]"
276,"[np.int64(118), np.int64(246), np.int64(377)]","[0.6162788681126581, 0.8170377777563261, 0.6999999621751432]"
277,"[np.int64(59), np.int64(205), np.int64(468)]","[0.6103866079374831, 0.6330135999873493, 0.697498171339311]"
278,"[np.int64(295), np.int64(298), np.int64(333)]","[0.6546610593969725, 0.6720221801540476, 0.6311215043052433]"
279,"[np.int64(309), np.int64(428), np.int64(460)]","[0.6209012997391167, 0.6468490001391205, 0.7087642174307456]"
280,"[np.int64(207), np.int64(364), np.int64(471)]","[0.6594179599666277, 0.7383704060784748, 0.62674054307354]"
281,"[np.int64(25), np.int64(65), np.int64(221)]","[0.6251641853361897, 0.6159225256957602, 0.6156082502389288]"
282,"[np.int64(170), np.int64(249), np.int64(424)]","[0.6881941632658728, 0.6783781211119341, 0.7687296816632773]"
283,"[np.int64(84), np.int64(85), np.int64(470)]","[0.6181333804625876, 0.6546129403095591, 0.8514297219772522]"
284,"[np.int64(377), np.int64(410), np.int64(422)]","[0.6999999608735156, 0.5902238362404001, 0.6950451190360106]"
285,"[np.int64(67), np.int64(424), np.int64(442)]","[0.6963119242569458, 0.6152374995371692, 0.612186846023169]"
286,"[np.int64(93), np.int64(335), np.int64(355)]","[0.6296801987762325, 0.6999999554237953, 0.6206693892962167]"
287,"[np.int64(89), np.int64(208), np.int64(511)]","[0.6999999672257542, 0.6400239741829097, 0.6634441947506559]"
288,"[np.int64(89), np.int64(249), np.int64(370)]","[0.6999999650708466, 0.6714418860107816, 0.6038035300941792]"
289,"[np.int64(32), np.int64(345), np.int64(410)]","[0.6276834620293525, 0.7703581364712598, 0.5828514572411329]"
290,"[np.int64(295), np.int64(298), np.int64(509)]","[0.6687259277277118, 0.7111736320875391, 0.6541294841665978]"
291,"[np.int64(230), np.int64(265), np.int64(471)]","[0.607032493352833, 0.6109419229016915, 0.7317930946916349]"
292,"[np.int64(336), np.int64(405), np.int64(504)]","[0.7270620495289366, 0.7588520259025158, 0.6434019978440522]"
293,"[np.int64(21), np.int64(42), np.int64(395)]","[0.7381460778238014, 0.6535626431453008, 0.7171904891217972]"
294,"[np.int64(207), np.int64(379), np.int64(506)]","[0.6882248972609336, 0.7110938133745984, 0.6624273539875966]"
295,"[np.int64(83), np.int64(465), np.int64(502)]","[0.8420640007957931, 0.6625146923803936, 0.6789780926821782]"
296,"[np.int64(288), np.int64(327), np.int64(364)]","[0.5597841880848861, 0.6667402470498168, 0.5629194451835764]"
297,"[np.int64(358), np.int64(381), np.int64(421)]","[0.830260142960942, 0.6969934452717191, 0.6838622283735969]"
298,"[np.int64(65), np.int64(327), np.int64(442)]","[0.6252827348628115, 0.6457190187667161, 0.6023994045086094]"
299,"[np.int64(75), np.int64(318), np.int64(501)]","[0.6215735992137656, 0.6166285766362966, 0.7126712331542363]"
300,"[np.int64(80), np.int64(448), np.int64(468)]","[0.678778475688347, 0.6489948027520496, 0.680334774610509]"
301,"[np.int64(260), np.int64(383), np.int64(530)]","[0.7755533287337594, 0.6999999595351082, 0.6824175872763893]"
302,"[np.int64(217), np.int64(300), np.int64(461)]","[0.6792876213166713, 0.6367890587426888, 0.6649632893740807]"
303,"[np.int64(21), np.int64(76), np.int64(395)]","[0.6902366818189085, 0.7122538597750978, 0.6146991645067701]"
304,"[np.int64(261), np.int64(506), np.int64(512)]","[0.6486394500694379, 0.6210087629273502, 0.6541447220792329]"
305,"[np.int64(26), np.int64(105), np.int64(511)]","[0.6723823311179085, 0.8049660389177768, 0.6797442399474535]"
306,"[np.int64(30), np.int64(268), np.int64(405)]","[0.6332387860996438, 0.7738146233621468, 0.6408129932544641]"
307,"[np.int64(28), np.int64(68), np.int64(87)]","[0.6373314027664847, 0.7171146242412467, 0.6513625083606377]"
308,"[np.int64(25), np.int64(231), np.int64(509)]","[0.6584476882268704, 0.7787819776235524, 0.874798901771405]"
309,"[np.int64(285), np.int64(405), np.int64(482)]","[0.7155696826440163, 0.6707382843372438, 0.6794334365692328]"
310,"[np.int64(148), np.int64(341), np.int64(383)]","[0.6243755887664454, 0.6986498783558382, 0.8693568670844696]"
311,"[np.int64(200), np.int64(364), np.int64(510)]","[0.6638898597573288, 0.6892209739672985, 0.9041356881678841]"
312,"[np.int64(85), np.int64(121), np.int64(157)]","[0.7619293617964684, 0.6712945239056571, 0.6286884693317958]"
313,"[np.int64(15), np.int64(163), np.int64(422)]","[0.5497596325537943, 0.569234310079184, 0.6999999642654824]"
314,"[np.int64(85), np.int64(148), np.int64(387)]","[0.6268624136511098, 0.6861651395626577, 0.632222236138878]"
315,"[np.int64(28), np.int64(93), np.int64(335)]","[0.6965537999237918, 0.6530168573624617, 0.6999999627199]"
316,"[np.int64(4), np.int64(261), np.int64(506)]","[0.6709746998858352, 0.651234739828325, 0.6936495883901675]"
317,"[np.int64(88), np.int64(89), np.int64(90)]","[0.6739121753971667, 0.6999999563935183, 0.801089732814407]"
318,"[np.int64(65), np.int64(217), np.int64(269)]","[0.6811823454137549, 0.7975420980853725, 0.6852686048062389]"
319,"[np.int64(86), np.int64(173), np.int64(442)]","[0.7429054918615331, 0.7448548521914338, 0.6690119060444373]"
320,"[np.int64(24), np.int64(63), np.int64(297)]","[0.6592126833141654, 0.6489598239626023, 0.6444768790021044]"
321,"[np.int64(86), np.int64(255), np.int64(511)]","[0.5812845491051276, 0.6526373604671688, 0.6999999552255762]"
322,"[np.int64(83), np.int64(208), np.int64(318)]","[0.7878565847924501, 0.6999999549773145, 0.6610485494721605]"
323,"[np.int64(28), np.int64(209), np.int64(260)]","[0.8236502982251802, 0.6448129649715136, 0.6658643510883527]"
324,"[np.int64(68), np.int64(171), np.int64(200)]","[0.7608410288626042, 0.6430821043478159, 0.6567105098401216]"
325,"[np.int64(261), np.int64(279), np.int64(424)]","[0.5864149365390238, 0.5897795908560034, 0.5937823602974716]"
326,"[np.int64(63), np.int64(466), np.int64(475)]","[0.6106959802234653, 0.6169510303937822, 0.6164196946946223]"
327,"[np.int64(163), np.int64(171), np.int64(424)]","[0.625768213467553, 0.6532333935688689, 0.6564377661319394]"
328,"[np.int64(87), np.int64(232), np.int64(260)]","[0.6017986991405866, 0.5973103734566032, 0.7409008892855032]"
329,"[np.int64(25), np.int64(80), np.int64(220)]","[0.6897406502749461, 0.616186455573052, 0.5987260412017162]"
330,"[np.int64(148), np.int64(327), np.int64(395)]","[0.7632734681370423, 0.6358125827839415, 0.6471190350065351]"
331,"[np.int64(163), np.int64(318), np.int64(503)]","[0.676659136053263, 0.6999999590332574, 0.6428821910934085]"
332,"[np.int64(88), np.int64(249), np.int64(338)]","[0.6519466402396216, 0.6531052453964866, 0.6475611170065928]"
333,"[np.int64(63), np.int64(170), np.int64(507)]","[0.6259099886992524, 0.7047617890948686, 0.7740972807339783]"
334,"[np.int64(93), np.int64(244), np.int64(269)]","[0.6999999599039383, 0.6303363750331459, 0.6694753764338572]"
335,"[np.int64(32), np.int64(297), np.int64(530)]","[0.6765189594314777, 0.8003854618788053, 0.6527059421191235]"
336,"[np.int64(76), np.int64(288), np.int64(395)]","[0.6824580764230691, 0.6290670799162724, 0.6385969109300542]"
337,"[np.int64(23), np.int64(30), np.int64(510)]","[0.6764529571905736, 0.6773753394919504, 0.778021998414324]"
338,"[np.int64(10), np.int64(327), np.int64(387)]","[0.6360546293961317, 0.6551204705286204, 0.6999999653687066]"
339,"[np.int64(246), np.int64(345), np.int64(476)]","[0.6999999615426277, 0.6320384347101324, 0.6681663418163877]"
340,"[np.int64(6), np.int64(57), np.int64(501)]","[0.6368141293827358, 0.6400207378386272, 0.6585420607716219]"
341,"[np.int64(50), np.int64(209), np.int64(504)]","[0.7154138770621066, 0.650370920276527, 0.6626948156190602]"
342,"[np.int64(89), np.int64(313), np.int64(350)]","[0.7834313934285291, 0.7889920625364035, 0.692283688807591]"
343,"[np.int64(87), np.int64(218), np.int64(422)]","[0.6059956925630255, 0.6103931262748576, 0.6999999638581543]"
344,"[np.int64(148), np.int64(200), np.int64(331)]","[0.6399175788711782, 0.6128492359992819, 0.6154411745997994]"
345,"[np.int64(26), np.int64(288), np.int64(405)]","[0.8472500367949788, 0.7800585147524278, 0.6789411535247534]"
346,"[np.int64(43), np.int64(258), np.int64(336)]","[0.6823496436630957, 0.6988679473457237, 0.658167407219735]"
347,"[np.int64(60), np.int64(84), np.int64(253)]","[0.633036040628872, 0.6295445382776235, 0.6184072234967343]"
348,"[np.int64(109), np.int64(208), np.int64(470)]","[0.8006673417165016, 0.6927389595613189, 0.6999999602959456]"
349,"[np.int64(297), np.int64(383), np.int64(511)]","[0.6171294360085731, 0.6999999530669482, 0.8187764196386647]"
350,"[np.int64(333), np.int64(411), np.int64(424)]","[0.6257757541185068, 0.6138743174243692, 0.6423246883842321]"
351,"[np.int64(279), np.int64(377), np.int64(465)]","[0.6999999651038078, 0.6856837497936059, 0.6684382988646115]"
352,"[np.int64(67), np.int64(157), np.int64(356)]","[0.7264215661752921, 0.6930728267828237, 0.6555795597108169]"
353,"[np.int64(57), np.int64(335), np.int64(379)]","[0.6021603528146656, 0.6999999565564811, 0.6091930277184474]"
354,"[np.int64(60), np.int64(133), np.int64(320)]","[0.6599258984933313, 0.6012464017010799, 0.5915935999471995]"
355,"[np.int64(68), np.int64(87), np.int64(345)]","[0.6922819853768982, 0.6709545678886099, 0.6740364314824712]"
356,"[np.int64(65), np.int64(89), np.int64(510)]","[0.6032446599362533, 0.8503382026910543, 0.7397914270879118]"
357,"[np.int64(90), np.int64(181), np.int64(242)]","[0.6999999566378305, 0.7258867879680335, 0.6521613933814742]"
358,"[np.int64(377), np.int64(461), np.int64(473)]","[0.699999963909479, 0.6340394612992278, 0.7891367288991813]"
359,"[np.int64(76), np.int64(246), np.int64(468)]","[0.6623912140428683, 0.699999961545387, 0.6435012586994537]"
360,"[np.int64(87), np.int64(470), np.int64(501)]","[0.6646510398349941, 0.6641470263919882, 0.6634049716731522]"
361,"[np.int64(84), np.int64(195), np.int64(274)]","[0.6999999574960589, 0.8117470010931327, 0.739973972853949]"
362,"[np.int64(47), np.int64(62), np.int64(64)]","[0.7946050955085749, 0.7853846051734206, 0.761013469914709]"
363,"[np.int64(60), np.int64(218), np.int64(295)]","[0.6291502427213895, 0.6205532144860633, 0.6683642697677286]"
364,"[np.int64(20), np.int64(218), np.int64(358)]","[0.6870659203916976, 0.5746651603866545, 0.6195200874409955]"
365,"[np.int64(88), np.int64(288), np.int64(395)]","[0.8597769926233323, 0.7161006458892694, 0.6752293382172112]"
366,"[np.int64(24), np.int64(338), np.int64(473)]","[0.6652621232590088, 0.6529854988029017, 0.8723959936552096]"
367,"[np.int64(133), np.int64(232), np.int64(468)]","[0.7405947156795898, 0.6896328551739676, 0.6999999600313125]"
368,"[np.int64(229), np.int64(380), np.int64(507)]","[0.6492257451074337, 0.6392706984236891, 0.628678197849003]"
369,"[np.int64(53), np.int64(261), np.int64(471)]","[0.6944548956888336, 0.6310774434353519, 0.6568175684301616]"
370,"[np.int64(45), np.int64(242), np.int64(448)]","[0.6874424893196306, 0.6807091560647744, 0.7023123443719803]"
371,"[np.int64(179), np.int64(380), np.int64(509)]","[0.6932108396620531, 0.6488142828171852, 0.6720619160647441]"
372,"[np.int64(335), np.int64(358), np.int64(507)]","[0.6999999586756923, 0.7149860804829314, 0.7865953353929848]"
373,"[np.int64(76), np.int64(288), np.int64(395)]","[0.7695450561031664, 0.7254897936704101, 0.6722978286990502]"
374,"[np.int64(21), np.int64(40), np.int64(370)]","[0.5473209168738402, 0.5544989216509678, 0.5475518978473138]"
375,"[np.int64(28), np.int64(209), np.int64(510)]","[0.6104532163671268, 0.6071855920521981, 0.8499462697813251]"
376,"[np.int64(39), np.int64(98), np.int64(448)]","[0.6678013346855838, 0.6049513151605784, 0.5926641118946517]"
377,"[np.int64(378), np.int64(398), np.int64(407)]","[0.7112433449217264, 0.618597651736695, 0.6276398544499319]"
378,"[np.int64(217), np.int64(232), np.int64(388)]","[0.6629596279020517, 0.6717171894614334, 0.7025755728105954]"
379,"[np.int64(0), np.int64(364), np.int64(530)]","[0.6706243152751498, 0.6853016874068611, 0.6488074791320858]"
380,"[np.int64(65), np.int64(90), np.int64(442)]","[0.6165155452721591, 0.6600454346356299, 0.613619059738094]"
381,"[np.int64(279), np.int64(412), np.int64(479)]","[0.6607217710742372, 0.6888636143998578, 0.6459868552408722]"
382,"[np.int64(231), np.int64(335), np.int64(356)]","[0.790176592368083, 0.954962767905969, 0.760940789107283]"
383,"[np.int64(32), np.int64(68), np.int64(85)]","[0.6657863727900643, 0.6558977335498783, 0.6484571616409726]"
384,"[np.int64(217), np.int64(428), np.int64(460)]","[0.6311319694563109, 0.664646392183074, 0.6400701785232707]"
385,"[np.int64(83), np.int64(369), np.int64(398)]","[0.6646311178874077, 0.8281033449394922, 0.7312581121489703]"
386,"[np.int64(80), np.int64(93), np.int64(461)]","[0.6999999556370649, 0.6468585515368913, 0.6469251998133]"
387,"[np.int64(32), np.int64(85), np.int64(471)]","[0.6522444470720853, 0.6209457854185135, 0.6192394358356473]"
388,"[np.int64(68), np.int64(387), np.int64(479)]","[0.6482193714532248, 0.6649379956213614, 0.6460997262880415]"
389,"[np.int64(30), np.int64(158), np.int64(247)]","[0.7007420095983193, 0.682228719258537, 0.6858688205864083]"
390,"[np.int64(157), np.int64(172), np.int64(416)]","[0.6999999636767394, 0.6938091196351477, 0.6812068315165631]"
391,"[np.int64(157), np.int64(170), np.int64(246)]","[0.6286813360975043, 0.6426087641495273, 0.6999999556488359]"
392,"[np.int64(85), np.int64(200), np.int64(232)]","[0.6803928361750968, 0.6290819307533474, 0.622551051392501]"
393,"[np.int64(208), np.int64(264), np.int64(468)]","[0.6816608288864957, 0.7816585395236124, 0.6747415765647903]"
394,"[np.int64(200), np.int64(232), np.int64(504)]","[0.6603665766627079, 0.6311165562753598, 0.6423911691968711]"
395,"[np.int64(25), np.int64(485), np.int64(501)]","[0.6832839105479578, 0.6454819403666604, 0.6845149697173826]"
396,"[np.int64(289), np.int64(338), np.int64(395)]","[0.6374023942748201, 0.6858356931745524, 0.7565481246099721]"
